鄉鎮市區,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,建築完成年月,交易筆棟數,移轉層次,建物型態,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,主建物面積,附屬建物面積,陽台面積,電梯
內湖區,行善路４１號二樓,48.27,住,1100525,0870506,土地1建物1車位0,二層,華廈(10層含以下有電梯),127.78999999999999,3,2,2,有,有,19000000,148681,,76.75,0.0,7.06,有
內湖區,文湖街２１巷１１８弄１５號七樓,36.29,住,1100523,1010423,土地1建物1車位1,七層,華廈(10層含以下有電梯),169.32,3,2,2,有,有,21600000,131013,升降機械,76.44,5.48,10.87,有
中正區,愛國東路１０６號八樓,26.71,住,1100524,0741022,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),150.98,3,2,2,有,有,38280000,253544,,93.25,0.0,7.97,有
中正區,臺北市中正區汀州路一段１８０號九樓之１,15.39,住,1100515,0990108,土地1建物1車位0,九層,華廈(10層含以下有電梯),87.07000000000001,2,2,1,有,有,21000000,241185,,49.09,5.31,5.48,有
內湖區,臺北市內湖區環山路二段２８號三樓之２,49.05,住,1100502,1070928,土地2建物1車位1,三層,華廈(10層含以下有電梯),97.56,1,2,1,有,有,18000000,184502,塔式車位,43.6,2.04,4.22,有
南港區,臺北市南港區興中路２８巷１８號五樓,7.16,商,1100521,1011001,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),92.17999999999999,2,2,1,有,有,19520000,211760,,46.21,9.67,5.56,有
松山區,臺北市松山區南京東路四段５２巷４號四樓,20.38,商,1100510,0671230,土地2建物1車位0,四層,住宅大樓(11層含以上有電梯),209.89999999999998,4,2,2,有,有,46680000,222392,,156.99,0.0,23.4,有
北投區,臺北市北投區文林北路１４０號三樓,13.45,住,1100522,1060220,土地1建物1車位1,三層,住宅大樓(11層含以上有電梯),193.23000000000002,2,2,2,有,有,42700000,220980,坡道平面,92.45,10.45,7.85,有
大同區,臺北市大同區民權西路２７９號四樓之３,7.77,住,1100506,0931029,土地1建物1車位0,四層,住宅大樓(11層含以上有電梯),44.56,1,1,1,有,有,8080000,181329,,27.08,0.0,2.56,有
中正區,臺北市中正區杭州北路２０號九樓,32.96,商,1100517,1010823,土地2建物1車位2,九層,住宅大樓(11層含以上有電梯),409.25,4,2,4,有,有,128000000,312767,坡道平面,200.0,11.84,15.91,有
內湖區,臺北市內湖區星雲街１６３號七樓之１,15.45,,1100510,0880901,土地1建物1車位0,七層,住宅大樓(11層含以上有電梯),85.78,3,2,1,有,有,22200000,258802,,59.6,0.0,7.06,有
中山區,臺北市中山區松江路３號十三樓之２、十三樓之３、十三樓之４、十三樓之５,16.06,商,1100526,0851212,土地2建物2車位1,十三層,住宅大樓(11層含以上有電梯),193.24,2,1,1,有,有,28200000,145933,坡道平面,117.67,5.26,9.78,有
信義區,臺北市信義區中坡北路２１號七樓,21.7,住,1100522,0721220,土地2建物1車位0,七層,華廈(10層含以下有電梯),134.69,4,1,2,有,有,28200000,209370,,110.35,0.0,16.06,有
信義區,臺北市信義區信義路五段１５０巷３３０號八樓之２,9.74,住,1100513,0980408,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),70.16,1,2,1,有,有,18000000,256556,,35.4,5.17,3.64,有
松山區,臺北市松山區南京東路四段１８６號十二樓之７,3.32,商,1100531,0730217,土地2建物1車位0,十二層,住宅大樓(11層含以上有電梯),56.779999999999994,1,2,1,有,有,12000000,211342,,41.55,0.0,4.36,有
大安區,臺北市大安區大安路一段６之１號七樓,8.66,住,1100515,0680925,土地1建物1車位0,七層,華廈(10層含以下有電梯),44.94,1,1,1,有,有,9750000,216956,,31.0,0.0,5.17,有
信義區,臺北市信義區松隆路３５６號四樓,23.9,商,1100512,0731127,土地2建物1車位0,四層,公寓(5樓含以下無電梯),93.8,3,2,2,有,無,18100000,192964,,74.45,1.24,7.36,無
松山區,臺北市松山區健康路３２５巷２４弄６號十一樓,19.64,住,1100513,1041229,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),178.95,3,2,2,有,有,45800000,255937,坡道平面,82.72,5.6,9.08,有
萬華區,臺北市萬華區成都路１０２號六樓之６,4.88,商,1100510,1060418,土地1建物1車位0,六層,住宅大樓(11層含以上有電梯),65.02,1,1,1,有,有,13900000,213780,,39.09,1.52,2.65,有
中山區,臺北市中山區農安街１巷５３號十二樓之１,7.7,商,1100517,1050829,土地1建物1車位0,十二層,住宅大樓(11層含以上有電梯),78.12,1,1,1,有,有,21450000,274578,,42.13,4.09,8.69,有
文山區,臺北市文山區指南路二段４５巷１０弄１５號四樓,61.7,住,1100521,1070313,土地1建物1車位1,四層,華廈(10層含以下有電梯),301.69,4,2,2,有,有,51500000,170705,坡道平面,136.9,18.47,13.06,有
大安區,臺北市大安區潮州街６０巷３號四樓,18.93,住,1100522,0680718,土地2建物2車位0,四層,公寓(5樓含以下無電梯),80.3,2,2,1,有,無,20880000,260025,,60.81,0.0,9.8,無
內湖區,臺北市內湖區五分街９號二樓,30.68,商,1100519,0740923,土地2建物1車位0,二層,公寓(5樓含以下無電梯),113.52,3,2,2,有,無,15280000,134602,,92.19,0.0,12.69,無
中山區,臺北市中山區雙城街３巷２號十四樓之１,4.98,商,1100523,0841201,土地1建物1車位0,十四層,住宅大樓(11層含以上有電梯),33.9,1,1,1,有,有,6450000,190265,,19.32,0.0,3.18,有
文山區,臺北市文山區政大一街３７２之１號五樓,98.93,住,1100519,0940628,土地1建物1車位1,五層,華廈(10層含以下有電梯),214.5,4,2,2,有,有,26680000,124382,坡道平面,110.91,0.0,15.84,有
萬華區,臺北市萬華區大理街３０號五樓之５,9.92,商,1100505,1041022,土地2建物1車位1,五層,住宅大樓(11層含以上有電梯),72.32,1,1,1,有,有,12900000,178374,塔式車位,37.76,1.22,3.99,有
內湖區,臺北市內湖區南京東路六段７６號七樓,27.57,住,1100526,1090612,土地1建物1車位1,七層,住宅大樓(11層含以上有電梯),183.89,3,2,1,有,有,30800000,167491,坡道平面,87.8,8.01,4.4,有
北投區,臺北市北投區光明路６８號六樓之７,4.57,商,1100517,0961116,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),77.75,0,0,0,無,有,10050000,129260,坡道平面,20.54,0.62,2.39,有
大安區,臺北市大安區復興南路二段９０巷１２號三樓之１０,8.13,住,1100517,0970125,土地1建物1車位0,三層,住宅大樓(11層含以上有電梯),40.52,1,1,1,有,有,10500000,259131,,23.68,1.28,2.25,有
大安區,臺北市大安區復興南路一段２９５巷２１號三樓,50.0,住,1100525,0561206,土地1建物1車位0,三層,公寓(5樓含以下無電梯),133.05,4,2,2,有,無,34580000,259902,,121.13,11.92,0.0,無
中山區,臺北市中山區新生北路三段８７巷３６號,34.33,住,1100503,0560630,土地2建物1車位0,二層,公寓(5樓含以下無電梯),74.97,2,1,1,有,無,13000000,173403,,74.97,0.0,0.0,無
中山區,臺北市中山區北安路４５８巷４７弄１４號二樓,25.31,住,1100524,0720203,土地3建物1車位0,二層,華廈(10層含以下有電梯),131.38,3,2,2,有,有,30450000,231770,,100.0,0.0,14.66,有
大安區,臺北市大安區臥龍街１９３號二樓,28.66,住,1100516,0660517,土地1建物1車位0,二層,公寓(5樓含以下無電梯),88.43,3,1,1,有,無,15500000,175280,,77.85,0.0,10.58,無
南港區,臺北市南港區南港路二段２８２號六樓,17.17,住,1100520,1091130,土地1建物1車位1,六層,華廈(10層含以下有電梯),104.92,1,1,2,有,有,20000000,190621,塔式車位,51.11,0.0,5.88,有
南港區,臺北市南港區興中路２８巷１０號十一樓,7.13,商,1100513,1011001,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),118.32,2,1,1,有,有,23360000,197431,坡道平面,45.21,3.63,5.66,有
信義區,臺北市信義區信義路六段７６巷８弄３６號四樓,32.0,住,1100512,0771006,土地1建物1車位0,四層,公寓(5樓含以下無電梯),123.55,2,2,2,有,無,19550000,158236,,98.87,1.52,11.24,無
信義區,臺北市信義區基隆路一段１３１號十一樓之１４,4.44,商,1100515,0950802,土地2建物1車位1,十一層,住宅大樓(11層含以上有電梯),44.46,1,1,1,有,有,13100000,294647,坡道機械,20.89,0.0,1.79,有
內湖區,臺北市內湖區星雲街１３０號三樓,31.19,住,1100512,0880201,土地1建物1車位0,三層,華廈(10層含以下有電梯),106.80000000000001,3,2,2,有,有,26800000,250936,,76.9,0.0,8.19,有
萬華區,臺北市萬華區西寧南路１２５號十四樓之１,4.24,商,1100513,1010320,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),97.03,2,1,1,有,有,22300000,229802,坡道機械,44.31,5.94,3.22,有
文山區,臺北市文山區萬利街６０號三樓,39.09,都市：其他:第參類住宅用地(萬芳社區特定專用區)。,1100529,0800129,土地1建物1車位1,三層,華廈(10層含以下有電梯),186.08,3,2,2,有,有,21200000,113929,坡道平面,136.44,13.53,12.3,有
萬華區,臺北市萬華區康定路１０３號十七樓之１３,3.72,商,1100508,1050331,土地1建物1車位1,十七層,住宅大樓(11層含以上有電梯),68.94999999999999,1,1,1,有,有,11200000,162437,坡道機械,28.9,1.66,3.85,有
士林區,臺北市士林區天母北路９巷１號二樓,27.08,住,1100523,1050526,土地1建物1車位1,二層,華廈(10層含以下有電梯),84.17,1,1,1,有,有,18000000,213853,坡道機械,31.06,2.41,5.16,有
中正區,臺北市中正區青島東路３號六樓,31.76,商,1100521,0631108,土地1建物2車位0,六層,華廈(10層含以下有電梯),168.68,4,2,2,有,有,33000000,195637,,141.83,0.0,9.02,有
信義區,臺北市信義區吳興街２８４巷２４弄７２之１號五樓,17.0,住,1100522,0670708,土地1建物1車位0,五層,公寓(5樓含以下無電梯),59.82,2,2,1,有,無,9800000,163825,,50.81,0.0,9.01,無
士林區,臺北市士林區基河路４０號十樓之７,4.01,商,1100516,0871211,土地2建物1車位0,十層,住宅大樓(11層含以上有電梯),25.330000000000002,1,0,1,有,有,7050000,278326,,18.69,0.0,0.0,有
南港區,臺北市南港區園區街２６號十二樓之１,25.46,住,1100529,1000412,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),168.37,3,2,2,有,有,38500000,286990,坡道平面,79.57,1.7,8.93,有
中山區,臺北市中山區中山北路二段７７巷４７號七樓,29.55,商,1100512,0661109,土地1建物2車位0,七層,住宅大樓(11層含以上有電梯),256.78000000000003,4,1,2,有,有,43000000,167459,,203.62,0.0,14.59,有
中正區,臺北市中正區臨沂街１０巷３號七樓,14.44,住,1100523,1090303,土地1建物1車位1,七層,華廈(10層含以下有電梯),86.07,2,2,1,有,有,22500000,373797,其他,31.66,0.0,3.26,有
士林區,臺北市士林區士東路２６６巷１５弄３號五樓,75.08,住,1100505,0971229,土地1建物1車位3,五層,住宅大樓(11層含以上有電梯),452.25,5,2,3,有,有,103750000,229414,坡道平面,235.43,3.57,20.29,有
士林區,臺北市士林區忠誠路二段４０巷１４弄９號五樓,32.21,住,1100526,0680817,土地1建物1車位0,五層,公寓(5樓含以下無電梯),112.48,2,1,1,有,無,17000000,151138,,95.68,0.0,10.16,無
松山區,臺北市松山區市民大道四段３９號六樓,56.47,住,1100507,1090102,土地2建物1車位2,六層,住宅大樓(11層含以上有電梯),413.76,0,0,0,無,有,187560000,540404,坡道平面,180.31,8.8,24.4,有
松山區,臺北市松山區市民大道四段３９號八樓,56.74,住,1100507,1090102,土地2建物1車位2,八層,住宅大樓(11層含以上有電梯),414.15999999999997,0,0,0,無,有,196750000,566749,坡道平面,180.31,9.2,24.4,有
松山區,臺北市松山區市民大道四段３９號九樓,56.47,住,1100507,1090102,土地2建物1車位2,九層,住宅大樓(11層含以上有電梯),412.05,0,0,0,無,有,197090000,572598,坡道平面,180.31,9.25,22.24,有
中山區,臺北市中山區林森北路８５巷８５號二樓,40.53,商,1100522,0680731,土地2建物1車位0,二層,華廈(10層含以下有電梯),153.01999999999998,2,2,2,有,無,24000000,156842,,109.14,0.0,13.93,有
文山區,臺北市文山區辛亥路四段１６６巷２１號七樓,26.77,住,1100517,1071026,土地1建物1車位1,七層,華廈(10層含以下有電梯),130.81,2,2,1,有,有,23300000,207314,坡道機械,59.68,5.43,4.44,有
信義區,臺北市信義區和平東路三段１６９號十一樓,10.21,商,1100519,0970205,土地2建物1車位1,十一層,住宅大樓(11層含以上有電梯),84.19,1,0,1,有,有,15020000,178406,坡道平面,27.26,0.0,3.23,有
中正區,臺北市中正區汀州路一段１０２號四樓,21.82,住,1100510,0791105,土地1建物1車位0,四層,華廈(10層含以下有電梯),125.86,3,2,2,有,無,23380000,185762,,101.77,1.96,12.37,有
大安區,臺北市大安區信義路四段１９９巷２號八樓,17.56,商,1100502,0710111,土地2建物1車位1,八層,住宅大樓(11層含以上有電梯),216.57999999999998,4,2,2,有,有,53500000,310736,坡道機械,177.14,0.0,11.8,有
士林區,臺北市士林區至誠路一段１３８號十樓,99.48,住,1100505,1070702,土地2建物1車位3,十層,住宅大樓(11層含以上有電梯),506.84,0,0,0,無,有,110000000,268761,坡道平面,219.46,8.01,17.17,有
信義區,臺北市信義區信義路五段１２７號十九樓之１４,11.49,都市：其他:特定業務區(信義計畫特定專用區)。,1100524,0951229,土地1建物1車位0,十九層,住宅大樓(11層含以上有電梯),67.33,1,1,1,有,有,19700000,292589,,38.51,2.13,3.75,有
內湖區,臺北市內湖區大湖山莊街１４８號三樓之１,31.2,,1100504,0931130,土地1建物1車位2,三層,住宅大樓(11層含以上有電梯),263.08,3,2,2,有,有,50500000,255102,坡道平面,119.13,4.74,12.38,有
大同區,臺北市大同區延平北路二段１９７號八樓之１２,5.28,都市：其他:特定專用區(供一般商業使用)。,1100531,0680420,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),56.9,1,2,1,有,有,7600000,133568,,46.55,0.0,0.0,有
大安區,臺北市大安區市民大道四段１１８號七樓之１,14.63,住,1100522,0770314,土地1建物1車位0,七層,華廈(10層含以下有電梯),67.55,2,1,1,有,有,18000000,266430,,41.83,13.58,4.27,有
中山區,臺北市中山區五常街１１巷３號十二樓之１,18.03,住,1100529,1080918,土地2建物1車位0,十二層,住宅大樓(11層含以上有電梯),120.15,2,1,2,有,有,34780000,289471,,70.89,5.78,4.42,有
中山區,臺北市中山區五常街１１巷３號十七樓之３,15.02,住,1100523,1080918,土地2建物1車位1,十七層,住宅大樓(11層含以上有電梯),133.66000000000003,0,0,0,無,有,27700000,265635,坡道平面,55.7,3.72,4.87,有
中正區,臺北市中正區汀州路三段６５號五樓,16.55,住,1100529,1071122,土地2建物1車位0,五層,住宅大樓(11層含以上有電梯),107.98,0,0,0,無,有,32000000,296351,,58.26,7.55,6.11,有
文山區,臺北市文山區政大一街２５１號五樓,40.38,住,1100512,1031113,土地1建物1車位1,五層,華廈(10層含以下有電梯),124.46000000000001,2,2,1,有,有,16900000,165809,坡道平面,55.05,2.19,4.77,有
中山區,臺北市中山區通北街６５巷２弄２７號,33.55,住,1100516,0870508,土地1建物1車位1,一層,華廈(10層含以下有電梯),164.12,3,2,1,有,有,22710000,138374,坡道平面,84.3,3.86,10.2,有
內湖區,臺北市內湖區南京東路六段７８號四樓,34.31,住,1100512,1090612,土地1建物1車位1,四層,住宅大樓(11層含以上有電梯),220.57,4,2,2,有,有,35580000,178512,坡道平面,107.45,7.46,9.92,有
內湖區,臺北市內湖區南京東路六段７０號五樓,34.4,住,1100508,1090612,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),221.13,4,2,2,有,有,37760000,187513,坡道平面,107.53,7.76,9.92,有
內湖區,臺北市內湖區南京東路六段７０號二樓,34.4,住,1100507,1090612,土地1建物1車位1,二層,住宅大樓(11層含以上有電梯),221.14,4,2,2,有,有,37500000,188801,坡道平面,107.53,7.76,9.92,有
北投區,臺北市北投區復興三路１５２巷３８弄６號,363.14,都市：其他:保護區。,1100504,0590701,土地1建物1車位0,全,透天厝,332.28,4,2,3,有,無,46500000,139942,,249.92,34.88,47.48,無
士林區,臺北市士林區天母東路８號二十五樓,78.33,商,1100522,1050920,土地2建物1車位4,二十五層,住宅大樓(11層含以上有電梯),694.8399999999999,0,0,0,無,有,270000000,439463,坡道平面,316.8,12.29,52.66,有
大安區,臺北市大安區安居街８４巷１７號四樓,29.8,住,1100513,0691120,土地1建物1車位0,四層,公寓(5樓含以下無電梯),104.21,3,2,2,有,無,17800000,170809,,91.7,0.0,12.51,無
中山區,臺北市中山區中山北路二段１１５巷３８號三樓,30.53,商,1100527,0620903,土地1建物1車位0,三層,公寓(5樓含以下無電梯),86.39,0,1,1,有,無,13500000,156268,,75.8,0.0,10.59,無
松山區,臺北市松山區敦化北路２２２巷１８弄６號三樓之１,12.95,住,1100526,0720526,土地1建物1車位0,三層,華廈(10層含以下有電梯),80.86,1,1,1,有,有,20880000,258224,,60.16,0.0,8.21,有
松山區,臺北市松山區復興北路３１３巷４０號七樓,49.05,住,1100513,0970813,土地1建物1車位2,七層,住宅大樓(11層含以上有電梯),325.46000000000004,3,2,2,有,有,88500000,319407,坡道平面,148.14,3.52,16.53,有
松山區,臺北市松山區八德路二段４１０巷３０號六樓,24.44,住,1100504,0670810,土地1建物1車位0,六層,華廈(10層含以下有電梯),122.02,4,0,4,有,無,31000000,254057,,103.87,11.15,4.08,有
大安區,臺北市大安區信義路二段２８號十樓之２,12.91,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)及第三種住宅區。,1100516,0700815,土地2建物1車位0,十層,住宅大樓(11層含以上有電梯),126.28999999999999,3,2,2,有,有,34500000,273181,,91.94,0.0,12.81,有
大安區,臺北市大安區敦化南路二段８１巷３５號三樓,29.9,住,1100519,0691021,土地1建物1車位0,三層,華廈(10層含以下有電梯),160.70999999999998,4,2,2,有,有,42580000,264949,,121.55,0.0,19.4,有
中山區,臺北市中山區長春路２８號六樓之７,8.32,商,1100517,0990212,土地1建物1車位0,六層,住宅大樓(11層含以上有電梯),94.14,2,1,1,有,有,22000000,233694,,51.87,3.12,5.86,有
萬華區,臺北市萬華區雙和街７８號二樓,9.85,商,1100513,0640508,土地1建物1車位0,二層,公寓(5樓含以下無電梯),31.44,1,1,1,有,無,5000000,159033,,31.44,0.0,0.0,無
大同區,臺北市大同區延平北路四段１５７之４號三樓,50.25,住,1100525,0640620,土地1建物1車位0,三層,公寓(5樓含以下無電梯),119.37,4,2,2,有,無,12300000,103041,,114.22,0.0,5.15,無
中正區,臺北市中正區連雲街１５號二樓,22.97,住,1100511,0961109,土地1建物1車位1,二層,華廈(10層含以下有電梯),112.69,2,2,1,有,無,29880000,265152,塔式車位,54.37,3.26,5.04,有
中正區,臺北市中正區羅斯福路四段１５８號九樓,23.72,商,1100517,1031031,土地2建物1車位2,九層,住宅大樓(11層含以上有電梯),280.36,3,2,3,有,有,68500000,278613,塔式車位,140.42,7.27,15.65,有
萬華區,臺北市萬華區寶興街２２２巷３９號二樓,27.25,住,1100528,0581201,土地1建物1車位0,二層,公寓(5樓含以下無電梯),80.46,3,1,1,有,無,8000000,99428,,70.71,0.0,9.75,無
內湖區,臺北市內湖區成功路二段１９３巷８號二樓之２,12.76,住,1100512,0981225,土地2建物1車位1,二層,華廈(10層含以下有電梯),64.82000000000001,1,1,1,有,有,10680000,164764,塔式車位,26.01,2.47,2.64,有
中山區,臺北市中山區明水路４７５巷１３號九樓之１,50.9,住,1100521,0870122,土地1建物1車位1,九層,華廈(10層含以下有電梯),222.32999999999998,4,2,2,有,有,56200000,252777,坡道平面,126.45,0.0,17.0,有
信義區,臺北市信義區松德路２００巷５５號十五樓,152.41,住,1100512,1061005,土地1建物1車位4,十五層,住宅大樓(11層含以上有電梯),885.01,0,0,0,無,無,433820000,604991,坡道平面,383.95,8.4,44.77,有
信義區,臺北市信義區松德路２００巷５３號十五樓,122.86,住,1100512,1061128,土地1建物1車位3,十五層,住宅大樓(11層含以上有電梯),713.54,0,0,0,無,無,352180000,605057,坡道平面,295.35,8.3,37.42,有
