鄉鎮市區,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,建築完成年月,交易筆棟數,移轉層次,建物型態,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,主建物面積,附屬建物面積,陽台面積,電梯
文山區,木新路三段５０巷１０弄３之３號五樓,16.46,都市：其他:第三種住宅區。,1100306,1050129,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),63.65,2,1,1,有,有,11180000,175648,,38.69,1.11,3.27,有
文山區,福興路１０６巷２９號四樓,20.71,都市：其他:第三種住宅區。,1100311,1010827,土地1建物1車位1,四層,住宅大樓(11層含以上有電梯),137.57,2,2,1,有,有,16800000,122120,坡道平面,52.63,6.69,3.44,有
文山區,辛亥路四段１６６巷２１號五樓,26.77,都市：其他:第三種住宅區。,1100118,1071026,土地1建物1車位1,五層,華廈(10層含以下有電梯),130.81,2,2,1,有,有,22300000,194836,坡道機械,59.68,5.43,4.44,有
中正區,門街８６號四樓之２,8.54,都市：其他:第二種商業區。,1100329,1051021,土地1建物1車位0,四層,住宅大樓(11層含以上有電梯),77.93,1,1,1,有,有,15880000,203773,,39.99,1.88,4.65,有
文山區,試院路１４４巷４弄４０號四樓,23.47,都市：其他:第三種住宅區。,1100324,0840303,土地7建物1車位0,四層,華廈(10層含以下有電梯),68.15,2,1,1,有,有,8800000,129127,,44.54,1.44,5.71,有
中正區,忠孝西路一段５０號十八樓之４５,2.53,都市：其他:第四種商業區。,1100307,0790815,土地1建物1車位0,十八層,住宅大樓(11層含以上有電梯),47.099999999999994,0,1,1,有,有,9980000,211890,,32.23,0.0,0.0,有
萬華區,桂林路１０９號二十一樓之７,6.21,都市：其他:第四種商業區。,1100320,1081008,土地1建物1車位1,二十一層,住宅大樓(11層含以上有電梯),100.57,2,1,1,有,有,17950000,195358,坡道機械,47.55,6.04,3.67,有
萬華區,桂林路１０９號十四樓之９,6.89,都市：其他:第四種商業區。,1100302,1081008,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),108.02,2,2,1,有,有,19500000,194614,坡道機械,54.3,6.65,2.78,有
大同區,重慶北路二段１２３號十樓之３,11.64,都市：其他:第三種商業區。,1100307,1090916,土地1建物1車位1,十層,住宅大樓(11層含以上有電梯),125.60000000000001,0,0,0,無,有,27960000,242265,其他,63.24,0.0,7.44,有
內湖區,文湖街２１巷８５號十一樓,42.08,都市：其他:第三種住宅區。,1100220,1041015,土地1建物1車位3,十一層,住宅大樓(11層含以上有電梯),334.69,3,2,3,有,有,48580000,145149,坡道平面,142.9,5.04,27.63,有
內湖區,內湖路三段２４０號六樓,17.05,都市：其他:第三種住宅區。,1100104,1020731,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),117.1,1,1,1,有,有,18000000,153715,坡道平面,44.94,4.97,4.76,有
中山區,新生北路三段８８巷４號三樓,47.57,都市：其他:道路用地(公共設施用地)。53/7/15,1100308,0550510,土地2建物1車位0,三層,公寓(5樓含以下無電梯),117.87,3,2,2,有,無,17880000,151693,,117.87,0.0,0.0,無
內湖區,安康路４２６號六樓,35.92,都市：其他:第三種住宅區。,1100306,1090929,土地1建物1車位1,六層,華廈(10層含以下有電梯),182.26,3,2,2,有,有,29000000,180529,其他,78.27,3.5,8.47,有
南港區,重陽路３４０號九樓,10.88,都市：其他:第三種商業區。,1100206,1091119,土地1建物1車位1,九層,住宅大樓(11層含以上有電梯),145.68,2,2,1,有,無,27700000,190143,坡道機械,56.06,5.18,4.24,有
信義區,信義路五段１１５號十九樓之２,8.07,都市：其他:特定業務區(信義計畫特定專用區)。,1100226,0980702,土地1建物1車位2,十九層,住宅大樓(11層含以上有電梯),83.87,1,1,1,有,有,21500000,256349,坡道機械,26.5,1.26,3.79,有
士林區,忠義街４６巷７號八樓,37.26,都市：其他:第三種住宅區。,1100317,0810506,土地3建物1車位0,八層,華廈(10層含以下有電梯),127.17,3,2,2,有,有,26500000,208382,,95.8,0.0,11.19,有
士林區,天母北路６８之２號二樓,21.7,都市：其他:道路用地(公共設施用地)。42/2/2,1100228,0700221,土地3建物1車位0,二層,住宅大樓(11層含以上有電梯),154.36,3,2,2,有,有,31000000,200829,,104.15,0.0,31.75,有
北投區,行義路１７８號七樓,64.3,都市：其他:第二種住宅區。,1100204,0730412,土地1建物2車位1,七層,華廈(10層含以下有電梯),321.88,6,4,4,有,有,41680000,129489,坡道平面,248.22,0.0,22.06,有
大同區,南京西路５７號十三樓之３,4.08,都市：其他:聯合開發區(捷)(依都市計畫說明書圖規定辦理)。,1100319,1080304,土地1建物1車位0,十三層,住宅大樓(11層含以上有電梯),53.040000000000006,0,0,0,無,有,20210000,381033,,32.31,0.0,4.39,有
中正區,金山南路一段１１０巷１８號五樓,9.57,都市：其他:第三種住宅區。,1100319,0970820,土地1建物1車位0,五層,華廈(10層含以下有電梯),40.34,1,1,1,有,有,12700000,314824,,18.37,2.68,3.84,有
中正區,南昌路二段１２８號十四樓之２,4.7,都市：其他:第三種住宅區。,1100329,1091013,土地2建物1車位0,十四層,住宅大樓(11層含以上有電梯),56.94,1,1,1,有,無,14980000,263084,,29.51,2.17,3.7,有
文山區,興德路２２號四樓之１,11.8,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,1100312,1081219,土地1建物1車位0,四層,華廈(10層含以下有電梯),45.8,1,1,1,有,有,9500000,207424,,24.11,0.6,3.59,有
內湖區,新明路４９８巷９號十樓,24.38,都市：其他:第三種住宅區。,1100308,0900119,土地1建物1車位1,十層,住宅大樓(11層含以上有電梯),151.02,3,2,2,有,有,23000000,152298,坡道平面,77.43,0.0,11.44,有
內湖區,內湖路一段４７巷１８號五樓,34.53,都市：其他:第三種住宅區。,1100314,0780426,土地1建物1車位0,五層,公寓(5樓含以下無電梯),108.75,4,3,2,有,無,15500000,142529,,87.81,0.0,10.0,無
內湖區,康樂街１３６巷３０弄１號三樓之１,18.39,都市：其他:第三種住宅區。,1100321,1090424,土地1建物1車位1,三層,住宅大樓(11層含以上有電梯),115.62,3,2,1,有,有,20000000,184625,坡道機械,65.06,0.0,7.25,有
內湖區,大湖山莊街１７６巷１８號二樓之６,21.05,都市：其他:第三種住宅區。,1100326,0971127,土地1建物1車位1,二層,住宅大樓(11層含以上有電梯),113.43,2,2,1,有,有,19850000,194202,坡道平面,46.85,8.35,4.6,有
中山區,植福路２８６巷２８號二十五樓,66.87,都市：其他:娛樂區(供觀光旅館使用)。,1100120,1031229,土地1建物1車位3,二十五層,住宅大樓(11層含以上有電梯),593.98,0,0,0,無,有,300000000,600275,坡道平面,298.09,0.0,40.46,有
大安區,永康街５６號三樓之１,10.37,都市：其他:第一種商業區。,1100302,0981105,土地1建物1車位0,三層,華廈(10層含以下有電梯),61.480000000000004,2,2,1,有,有,22880000,372154,,31.01,4.03,4.2,有
大安區,復興南路二段３２９號十樓之１,8.07,都市：其他:第三種住宅區。,1100226,0760519,土地2建物1車位0,十層,住宅大樓(11層含以上有電梯),71.82,2,2,1,有,有,20600000,286828,,51.58,0.0,5.68,有
北投區,文化三路１５４號,36.6,都市：其他:綠地用地(公共設施用地)。79/9/10,1100307,0750312,土地2建物1車位0,一層,華廈(10層含以下有電梯),114.87,3,1,2,有,有,15320000,133368,,72.77,11.16,0.0,有
北投區,光明路２４２號十九樓,7.8,都市：其他:特定觀光商業專用區。,1100411,0980818,土地1建物1車位0,十九層,住宅大樓(11層含以上有電梯),53.46,0,0,0,無,有,10200000,190797,,28.68,0.0,4.53,有
士林區,中山北路七段２１９巷８號七樓之１２,17.27,都市：其他:第二種住宅區。,1100304,0780817,土地1建物2車位0,七層,華廈(10層含以下有電梯),98.06,1,1,2,有,有,18000000,183561,,54.82,3.07,10.41,有
北投區,立功街１６５巷５號九樓之１,53.49,都市：其他:科技工業區(不得作住宅使用)。,1100125,1050829,土地1建物1車位2,九層,華廈(10層含以下有電梯),346.65,0,0,0,無,有,39000000,123066,坡道平面,204.39,10.01,16.61,有
北投區,立功街１６５巷５號九樓,53.14,都市：其他:科技工業區(不得作住宅使用)。,1100125,1050829,土地1建物1車位2,九層,華廈(10層含以下有電梯),344.4,0,0,0,無,有,39000000,122883,坡道平面,202.36,10.01,16.95,有
松山區,民權東路三段１０３巷３０弄２號二樓,36.5,都市：其他:第三種住宅區。,1100325,0630823,土地1建物1車位0,二層,公寓(5樓含以下無電梯),101.08,3,2,1,有,無,16500000,163237,,88.53,0.0,12.55,無
松山區,延吉街３０巷５號之１,32.06,都市：其他:第三種住宅區。,1100319,0661228,土地1建物1車位0,一層,華廈(10層含以下有電梯),153.91,4,2,3,有,有,35200000,228705,,86.07,17.9,0.0,有
信義區,莊敬路３２１號二樓,24.9,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,1100312,0770615,土地1建物1車位0,二層,華廈(10層含以下有電梯),123.13999999999999,1,1,1,有,無,30000000,243625,,97.6,0.0,12.0,有
松山區,南京東路五段２０２號十三樓之３,16.77,都市：其他:第二種商業區及第三種住宅區。,1100228,0700331,土地1建物1車位0,十三層,住宅大樓(11層含以上有電梯),146.74,3,2,3,有,有,31500000,214665,,108.41,0.0,12.8,有
信義區,吳興街３２０巷６５號六樓,27.31,都市：其他:第三種住宅區。,1100322,0791113,土地1建物1車位0,六層,華廈(10層含以下有電梯),140.01999999999998,3,2,2,有,有,22000000,157120,,93.38,0.0,17.72,有
信義區,忠孝東路五段７４３巷２１弄２９號三樓,14.06,都市：其他:第三種住宅區。,1100307,1040821,土地1建物1車位1,三層,住宅大樓(11層含以上有電梯),105.89999999999999,2,1,1,有,有,21600000,288283,坡道平面,35.54,1.76,4.28,有
信義區,忠孝東路五段１３７號六樓,31.16,都市：其他:第三之一種住宅區。,1100106,0680614,土地1建物1車位0,六層,華廈(10層含以下有電梯),158.83999999999997,3,2,2,有,有,59880000,376983,,111.86,0.0,22.06,有
南港區,東新街１１８巷８５號九樓,19.01,都市：其他:第三種住宅區。,1100227,1010314,土地3建物1車位1,九層,住宅大樓(11層含以上有電梯),120.8,2,1,2,有,有,26800000,271873,坡道平面,58.66,0.0,10.23,有
北投區,尊賢街２３２號十一樓,42.96,都市：其他:第三種住宅區。,1100317,1090302,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),220.87,3,2,2,有,有,37000000,167519,坡道平面,108.4,13.21,9.67,有
士林區,承德路四段５９號十三樓,29.55,都市：其他:第三種住宅區。,1100315,0860115,土地1建物1車位1,十三層,住宅大樓(11層含以上有電梯),169.61,3,2,2,有,有,29900000,176287,坡道平面,99.94,2.31,10.92,有
北投區,中央北路三段４０巷１９弄１１號四樓之１,18.41,都市：其他:第三種住宅區。,1100303,0970702,土地1建物1車位0,四層,住宅大樓(11層含以上有電梯),79.35,2,1,1,有,有,9700000,122243,,44.62,2.72,6.53,有
士林區,中正路２１２巷７弄３號四樓,24.89,都市：其他:第一種商業區。,1100313,0691215,土地3建物1車位0,四層,公寓(5樓含以下無電梯),127.0,3,2,2,有,有,23600000,185827,,110.2,8.1,8.7,無
士林區,社中街２１０巷１６號八樓之２,22.97,都市：其他:第三種住宅區。,1100223,1090508,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),120.59,2,1,1,有,有,15430000,151461,升降平面,49.55,4.76,3.6,有
大安區,和平東路二段７６巷３１弄１５號三樓,12.62,都市：其他:第三種住宅區。,1100307,0831125,土地1建物1車位0,三層,華廈(10層含以下有電梯),45.620000000000005,1,1,1,有,無,12100000,265235,,27.13,2.11,4.86,有
內湖區,內湖路三段２１３號四樓,16.09,都市：其他:第三種住宅區。,1100314,0830905,土地1建物1車位0,四層,華廈(10層含以下有電梯),57.27,2,1,1,有,無,9680000,169024,,46.89,1.8,2.63,有
內湖區,新富街１２９號十一樓,59.9,都市：其他:住宅區。,1100310,1010403,土地1建物1車位2,十一層,住宅大樓(11層含以上有電梯),380.79,4,2,4,有,有,62000000,185311,坡道平面,175.85,13.97,19.01,有
大同區,重慶北路三段１５２巷３０號四樓,20.0,都市：其他:第四種住宅區。,1100302,0660126,土地1建物1車位0,四層,公寓(5樓含以下無電梯),57.61,3,1,1,有,無,10000000,173581,,46.73,0.0,10.88,無
文山區,和平東路四段１０１巷８弄６號,133.0,都市：其他:第二種住宅區。,1100304,0701007,土地1建物1車位0,全,透天厝,207.3,4,2,3,有,有,28000000,135070,,157.36,35.9,14.04,無
文山區,景興路３００號七樓,6.76,都市：其他:第三種商業區。,1100313,1090110,土地3建物1車位2,七層,住宅大樓(11層含以上有電梯),118.25999999999999,1,2,1,有,有,18220000,206989,坡道機械,39.95,5.35,2.93,有
文山區,景興路２６２號十五樓之５,2.09,都市：其他:第三種商業區。,1100326,0981028,土地1建物1車位0,十五層,住宅大樓(11層含以上有電梯),24.07,1,1,1,有,有,5160000,214375,,13.4,0.97,0.0,有
萬華區,康定路２４號八樓之１３,3.43,都市：其他:第四種商業區。,1100209,0680507,土地2建物1車位0,八層,住宅大樓(11層含以上有電梯),31.14,1,0,0,有,有,4500000,144509,,21.04,0.0,2.96,有
大安區,仁愛路四段２３２號六樓之２,9.47,都市：其他:敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區及第肆之壹種住宅區)。,1100227,0670912,土地2建物1車位0,六層,住宅大樓(11層含以上有電梯),69.57000000000001,1,2,1,有,有,19560000,281156,,45.87,0.0,12.65,有
北投區,中央北路二段１７３巷６號二樓,45.36,都市：其他:第三種住宅區。,1100309,1081203,土地1建物1車位1,二層,華廈(10層含以下有電梯),182.34,3,2,2,有,有,22380000,122738,坡道平面,99.56,5.3,8.56,有
中山區,八德路二段１７４巷９弄１１號二樓,22.98,都市：其他:第三種住宅區。,1100202,0640328,土地1建物1車位0,二層,公寓(5樓含以下無電梯),75.24,4,2,2,有,無,14500000,192717,,66.77,0.0,8.47,無
內湖區,金湖路１３５號五樓,44.92,都市：其他:第三種住宅區。,1100301,1011121,土地1建物1車位3,五層,住宅大樓(11層含以上有電梯),373.7,4,2,3,有,有,81000000,216751,坡道平面,152.08,7.36,16.53,有
中山區,雙城街４９巷１８號五樓,14.42,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100317,1031113,土地1建物1車位0,五層,華廈(10層含以下有電梯),91.94,2,1,1,有,有,20580000,223842,,49.52,5.64,5.54,有
中山區,南京東路三段１０９巷９號二樓,20.5,都市：其他:第三種住宅區。,1100319,0670814,土地1建物1車位0,二層,華廈(10層含以下有電梯),124.44999999999999,3,2,2,有,無,27000000,216955,,87.01,0.0,24.98,有
內湖區,內湖路三段３２６巷５弄９號三樓,31.08,都市：其他:道路用地(公共設施用地)。63/2/1,1100323,0700525,土地6建物1車位0,三層,公寓(5樓含以下無電梯),107.21,3,2,2,有,無,12380000,115474,,93.1,0.0,14.11,無
大同區,重慶北路二段１２３號九樓,11.71,都市：其他:第三種商業區。,1100206,1090916,土地1建物1車位1,九層,住宅大樓(11層含以上有電梯),126.22,0,0,0,無,有,27900000,240299,其他,63.65,0.0,7.44,有
文山區,木柵路三段１６８號五樓之２,15.01,都市：其他:第三種商業區。,1100326,1060511,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),238.37,3,2,2,有,有,35600000,149348,坡道平面,105.95,12.9,8.7,有
文山區,下崙路１１巷２５號三樓,33.01,都市：其他:第三種住宅區。,1100314,1060106,土地1建物1車位1,三層,華廈(10層含以下有電梯),172.32999999999998,3,2,2,有,有,22350000,129693,坡道平面,73.02,5.76,8.44,有
文山區,興隆路三段２０７巷１６弄１６號三樓,24.12,都市：其他:第二種住宅區。,1100320,0730830,土地1建物1車位0,三層,公寓(5樓含以下無電梯),92.4,3,2,2,有,有,9400000,101732,,68.53,0.0,14.11,無
文山區,仙岩路１６巷４６號三樓之４,16.27,都市：其他:第三種住宅區。,1100323,0821221,土地1建物1車位0,三層,華廈(10層含以下有電梯),46.76,1,1,1,有,有,5990000,128101,,27.44,2.76,0.0,有
文山區,指南路三段８１號四樓,41.35,都市：其他:第三種住宅區。,1100309,1030513,土地1建物1車位1,四層,住宅大樓(11層含以上有電梯),218.08999999999997,3,1,2,有,有,27200000,139309,坡道平面,113.27,7.58,8.5,有
萬華區,康定路１０５號二十五樓之８,5.28,都市：其他:第四種商業區。,1100305,1050331,土地1建物1車位1,二十五層,住宅大樓(11層含以上有電梯),106.36,1,1,1,有,有,18800000,176775,坡道平面,38.67,1.78,5.67,有
中正區,丹陽街２２號七樓,40.54,都市：其他:第三種住宅區。,1100315,0861120,土地1建物1車位1,七層,華廈(10層含以下有電梯),148.29,3,1,2,有,有,36800000,248162,坡道平面,85.5,3.4,11.07,有
萬華區,武昌街二段１２４之２號七樓之２２,3.42,都市：其他:第四種商業區。,1100305,0630806,土地1建物1車位0,七層,華廈(10層含以下有電梯),24.16,1,0,1,有,有,3000000,124172,,23.8,0.0,0.36,有
中正區,博愛路４７號五樓之１,9.25,都市：其他:第四種商業區。,1100316,1041008,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),132.46,3,2,2,有,有,38880000,290843,塔式車位,73.73,2.08,10.69,有
萬華區,西園路二段３７２巷１０１弄２９號三樓,11.91,都市：其他:第三之二種住宅區(特)。,1100406,0591130,土地1建物1車位0,三層,公寓(5樓含以下無電梯),30.72,1,1,1,有,無,3450000,112305,,28.08,0.0,2.64,無
中山區,五常街１１巷５號十三樓之２,12.11,都市：其他:第三之一種住宅區。,1100329,1080918,土地2建物1車位1,十三層,住宅大樓(11層含以上有電梯),112.85,1,1,1,有,有,20680000,247026,坡道平面,45.1,1.43,3.22,有
中山區,五常街１１巷７號十二樓之２,11.91,都市：其他:第三之一種住宅區。,1100329,1080918,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),114.11,2,1,1,有,有,20800000,244512,坡道平面,43.23,3.84,4.37,有
中山區,五常街１１巷３號九樓之１,18.55,都市：其他:第三之一種住宅區。,1100329,1080918,土地2建物1車位1,九層,住宅大樓(11層含以上有電梯),158.22,2,2,2,有,有,36380000,284407,坡道平面,70.93,5.78,4.42,有
中山區,民族東路４３４號三樓,23.42,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之壹種住宅區)。,1100218,0711029,土地1建物1車位0,三層,公寓(5樓含以下無電梯),96.07,3,2,2,有,無,14200000,147809,,85.91,0.0,10.16,無
中山區,南京東路二段１０８號十二樓之１９,3.16,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,1100319,0990917,土地3建物1車位0,十二層,住宅大樓(11層含以上有電梯),48.34,1,1,1,有,有,13080000,270583,,27.68,1.36,3.2,有
中山區,林森北路４１３號九樓之１８,6.62,都市：其他:道路用地(公共設施用地)。53/7/15,1100324,0730927,土地3建物1車位0,九層,住宅大樓(11層含以上有電梯),88.13,3,3,3,有,有,12000000,136162,,0.0,0.0,0.0,有
南港區,經貿二路２５５巷５號八樓,27.96,都市：其他:住宅區(供商務住宅使用)。,1100310,0991201,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),145.61,1,2,2,有,有,26680000,245932,坡道平面,55.7,1.84,7.6,有
信義區,松勤街１３２號二樓,55.19,都市：其他:住宅區(信義計畫特定專用區)。,1100311,0810602,土地1建物1車位1,二層,華廈(10層含以下有電梯),204.57,4,2,2,有,有,64500000,315295,坡道平面,169.78,3.31,16.44,有
北投區,育仁路１５５之１號二樓,25.92,都市：其他:第三種住宅區。,1100225,0700623,土地1建物1車位0,二層,公寓(5樓含以下無電梯),101.25,3,2,2,有,無,12890000,127309,,80.79,0.0,13.41,無
大安區,羅斯福路三段５７號四樓,9.16,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,1100301,1050721,土地2建物1車位1,四層,住宅大樓(11層含以上有電梯),114.23,3,2,1,有,有,39560000,346319,塔式車位,60.22,2.41,5.15,有
中正區,南昌路一段８５號十五樓之１,4.28,都市：其他:第四種住宅區。,1100318,1071217,土地2建物1車位0,十五層,住宅大樓(11層含以上有電梯),45.28,1,1,1,有,有,17500000,386484,,25.56,1.19,3.19,有
萬華區,成都路８１號十樓之１１,4.14,都市：其他:第四種商業區。,1100312,0911224,土地1建物1車位0,十層,住宅大樓(11層含以上有電梯),43.46,1,0,1,有,有,8000000,184077,,24.75,0.0,3.47,有
中山區,長安東路一段２２之２號十三樓,31.76,都市：其他:第三種商業區。,1100306,0960904,土地2建物1車位2,十三層,住宅大樓(11層含以上有電梯),294.38,4,1,2,有,有,57995000,259208,坡道平面,124.42,5.33,12.2,有
中山區,長安東路一段２２之３號十三樓,31.76,都市：其他:第三種商業區。,1100306,0960904,土地2建物1車位2,十三層,住宅大樓(11層含以上有電梯),294.37,3,1,3,有,有,57995000,259220,坡道平面,124.66,5.37,12.2,有
內湖區,東湖路１５３號五樓,45.77,都市：其他:第三種住宅區。,1100315,0760922,土地1建物1車位0,五層,公寓(5樓含以下無電梯),131.79,3,2,2,有,無,15600000,118370,,104.76,0.68,10.58,無
中山區,敬業一路１３５號七樓之１,21.71,都市：其他:商業區(供一般商業使用不得作住宅使用)。,1100209,1041020,土地1建物1車位1,七層,華廈(10層含以下有電梯),93.06,1,1,1,有,有,27291500,323636,坡道機械,43.26,1.49,4.61,有
中山區,敬業一路１３７號七樓之１,20.85,都市：其他:商業區(供一般商業使用不得作住宅使用)。,1100209,1041020,土地1建物1車位1,七層,華廈(10層含以下有電梯),89.55,1,1,1,有,有,26157300,323660,坡道機械,41.22,1.49,4.44,有
中山區,新生北路三段６１號七樓之１４,13.62,都市：其他:第三之二種住宅區。,1100323,0650907,土地3建物1車位0,七層,華廈(10層含以下有電梯),92.12,1,2,1,有,有,14680000,159357,,71.66,0.0,7.14,有
內湖區,康寧路三段５６巷１４２號十樓,33.0,都市：其他:第三種住宅區。,1100226,0971031,土地1建物1車位2,十層,住宅大樓(11層含以上有電梯),219.01999999999998,3,2,2,有,有,35000000,159803,坡道平面,80.88,2.39,9.2,有
大安區,安和路二段１８號八樓,16.84,都市：其他:第三之一種住宅區。,1100401,0720514,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),123.0,4,2,2,有,有,34500000,280488,,101.41,0.0,17.44,有
士林區,士商路１７９號十四樓,20.95,都市：其他:第三種住宅區。,1100317,1081114,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),146.94,3,2,1,有,有,35500000,302741,坡道平面,60.64,4.57,3.93,有
士林區,中社路二段２０巷１５號三樓,97.19,都市：其他:第一種住宅區。,1100223,0650406,土地1建物1車位0,三層,公寓(5樓含以下無電梯),102.92,4,2,2,有,無,11800000,114652,,102.92,0.0,0.0,無
北投區,中山北路七段２１９巷３弄２７５號二樓之１,49.54,都市：其他:第二種住宅區。,1100309,0960731,土地1建物1車位1,二層,華廈(10層含以下有電梯),128.53,2,2,2,有,有,20080000,176321,坡道機械,68.16,2.5,6.42,有
南港區,南港路二段２８６號六樓,17.17,都市：其他:第三種住宅區。,1100326,1091130,土地1建物1車位1,六層,華廈(10層含以下有電梯),104.92,1,1,1,有,有,20000000,190621,塔式車位,51.11,0.0,5.88,有
信義區,虎林街６６巷２９號三樓,39.63,都市：其他:第三種住宅區。,1100404,0710622,土地1建物1車位0,三層,公寓(5樓含以下無電梯),108.30000000000001,3,2,2,有,無,22000000,203139,,89.22,0.0,11.21,無
松山區,八德路三段１０６巷７８之１號三樓,31.3,都市：其他:第三種住宅區。,1100321,0701222,土地2建物1車位0,三層,華廈(10層含以下有電梯),155.72,4,2,2,有,無,33000000,211919,,113.41,0.0,15.8,有
松山區,健康路１９１號五樓,20.64,都市：其他:第三種住宅區。,1100303,0811028,土地2建物1車位1,五層,住宅大樓(11層含以上有電梯),114.3,3,2,2,有,有,27300000,238845,其他,77.25,0.0,8.94,有
南港區,重陽路４７８號十五樓,31.03,都市：其他:住宅區(特)。,1100209,1050411,土地1建物1車位2,十五層,住宅大樓(11層含以上有電梯),258.3,3,2,2,有,有,44950000,215801,坡道平面,93.73,8.76,10.26,有
信義區,忠孝東路五段８００號四樓,11.11,都市：其他:第三種住宅區。,1100202,0960103,土地3建物1車位1,四層,住宅大樓(11層含以上有電梯),66.7,1,1,1,有,有,14660000,247928,坡道機械,28.37,0.0,3.59,有
南港區,經貿二路２３５巷５８號五樓之２,43.62,都市：其他:住宅區(供商務住宅使用)。,1100321,0970627,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),203.7,7,2,2,有,有,39500000,222356,坡道平面,104.04,7.63,7.95,有
松山區,民生東路五段６９巷２１弄１號四樓之３,22.68,都市：其他:住宅用地(民生社區特定專用區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,1100328,0680719,土地1建物1車位0,四層,華廈(10層含以下有電梯),116.75,3,2,2,有,有,28260000,242056,,87.8,0.0,16.44,有
南港區,南港路二段２８２號三樓,22.0,都市：其他:第三種住宅區。,1100326,1091130,土地1建物1車位1,三層,華廈(10層含以下有電梯),129.46,2,1,2,有,有,23400000,180751,塔式車位,72.98,0.0,0.0,有
南港區,南港路二段２８６號四樓,22.0,都市：其他:第三種住宅區。,1100326,1091130,土地1建物1車位1,四層,華廈(10層含以下有電梯),129.46,2,1,2,有,有,23600000,182296,塔式車位,72.98,0.0,0.0,有
北投區,文化三路４９號四樓,31.71,都市：其他:第三種住宅區。,1100401,0741127,土地1建物1車位0,四層,華廈(10層含以下有電梯),117.31,3,2,2,有,有,13680000,116614,,73.38,0.0,15.56,有
北投區,三合街一段３６巷１９號五樓,52.02,都市：其他:第三種住宅區。,1100308,1050415,土地1建物1車位2,五層,華廈(10層含以下有電梯),333.41999999999996,4,2,3,有,有,54450000,197374,坡道平面,147.65,4.0,15.6,有
大安區,泰順街２巷２１號三樓,25.84,都市：其他:第三種住宅區。,1100225,0770719,土地1建物1車位0,三層,華廈(10層含以下有電梯),112.2,3,2,2,有,無,27000000,240642,,73.96,6.24,8.42,有
大安區,建國南路一段３２９號九樓,12.14,都市：其他:第三之二種住宅區及第三種住宅區。,1100313,0750520,土地1建物1車位0,九層,住宅大樓(11層含以上有電梯),92.02,3,2,1,有,有,26080000,283447,,66.2,0.7,10.29,有
大安區,信義路三段１３４巷２０號五樓,38.46,都市：其他:第三種住宅區。,1100220,0610908,土地1建物1車位0,五層,華廈(10層含以下有電梯),123.23,4,2,2,有,有,36600000,297006,,123.23,0.0,0.0,有
內湖區,文德路２２０巷３５號八樓,15.78,都市：其他:第三種住宅區。,1100310,0960330,土地1建物1車位1,八層,華廈(10層含以下有電梯),116.44,2,2,1,有,有,22560000,240759,坡道平面,47.03,6.25,4.64,有
內湖區,陽光街１６１巷１２之３６號四樓,22.8,都市：其他:第二種住宅區。,1100302,1080716,土地1建物1車位1,四層,華廈(10層含以下有電梯),46.620000000000005,1,1,1,有,有,12250000,248243,塔式車位,23.42,0.0,3.54,有
內湖區,陽光街１０１號二樓之５,46.77,都市：其他:第二種住宅區。,1100312,1080716,土地1建物1車位0,二層,華廈(10層含以下有電梯),92.47,2,1,1,有,有,22950000,248189,,47.1,1.24,7.18,有
內湖區,陽光街１６１巷１２之３９號,19.71,都市：其他:第二種住宅區。,1100115,1080716,土地1建物1車位0,一層,華廈(10層含以下有電梯),38.3,1,1,1,有,有,9550000,249347,,23.41,0.0,0.0,有
內湖區,陽光街１６１巷１２之２１號,26.36,都市：其他:第二種住宅區。,1100221,1080716,土地1建物1車位0,一層,華廈(10層含以下有電梯),51.17,1,1,1,有,有,12900000,252101,,31.28,0.0,0.0,有
